product_id,year_month,region_id,region,target_month,next_month_risk_label,split,split_row_number,model_scope,actual_risk_label_num,actual_risk_label,predicted_risk_label_num,predicted_risk_label,prob_low_risk,prob_medium_risk,high_risk_probability,high_risk_probability_pct,risk_score,risk_score_0_10,selected_high_risk_threshold,is_any_risk_alert,is_high_risk_alert,is_false_alarm,is_missed_high_risk,product_line,product_category,product_name,lifecycle_stage,units_sold,revenue,unique_customers,avg_discount_pct,market_demand_index,competitor_pressure_index,stockout_flag,backorder_units,campaign_flag,website_visits,demo_requests,estimated_gross_profit,estimated_gross_margin_pct,product_unit_share_category_region,unit_share_change_pct,risk_factor_under_trend,risk_factor_volatility,risk_factor_sales_drop,risk_factor_customer_drop,supply_pressure_score,customer_count_growth_pct,market_tailwind_score,high_competition_flag,margin_gap_vs_target,campaign_active_with_no_sales,commercial_pressure_score,demand_supply_mismatch_flag,revenue_at_risk_proxy,model_explained_class,model_explained_class_probability,model_explained_class_base_probability,model_high_risk_base_probability,model_driver_1,model_driver_1_contribution_pp,model_driver_1_direction,model_driver_2,model_driver_2_contribution_pp,model_driver_2_direction,model_driver_3,model_driver_3_contribution_pp,model_driver_3_direction,model_driver_4,model_driver_4_contribution_pp,model_driver_4_direction,model_driver_5,model_driver_5_contribution_pp,model_driver_5_direction,business_risk_indicators,risk_drivers,recommended_action,business_indicator_count,monitoring_priority,review_rank_within_split
1027,2021-04-01,6,Northern EU,2021-05-01,2,train,8559,train_period_model_in_sample,2,High Risk,2,High Risk,0.015691042524225055,0.0188262683789385,0.9654826890968361,96.54826890968361,96.5,9.748958232863053,0.39,1,1,0,0,IT,Laptop Standard,Laptop Standard Model 08,Decline,19.0,11387.0,1.0,0.101,,,0,0.0,False,194,1,-17.94000000000051,-0.0015754808114517,0.2111111111111111,,0,0,0,0,10.0,,10.0,,-0.2415754808114517,0,2.0,,227.74,,,,,,,,,,,,,,,,,,,,Supply pressure; Margin below target,Supply pressure; Margin below target,"Review stock, replenishment, and supplier lead times immediately",2,1,1
1188,2021-03-01,8,Eastern EU,2021-04-01,2,train,59650,train_period_model_in_sample,2,High Risk,2,High Risk,0.014239932783170718,0.020456929671501287,0.9653031375453274,96.53031375453274,96.5,9.755316023810781,0.39,1,1,0,0,Services,Service Contract,Service Contract Model 09,Decline,49.0,9261.55,2.0,0.133,104.84,62.31,0,0.0,False,196,4,5076.459999999999,0.5481220745987442,0.3202614379084967,,0,0,0,0,8.372,,24.645000000000003,0.0,-0.0718779254012558,0,1.6744,0.0,155.0753932,,,,,,,,,,,,,,,,,,,,Supply pressure,Supply pressure,"Review stock, replenishment, and supplier lead times immediately",1,1,2
1159,2021-05-01,9,Western EU,2021-06-01,2,train,50563,train_period_model_in_sample,2,High Risk,2,High Risk,0.014974068801715163,0.020658293735161253,0.9643676374631225,96.43676374631225,96.4,9.746967843307031,0.39,1,1,0,0,Services,Legacy Workstation,Legacy Workstation Model 20,Decline,15.0,9789.65,1.0,0.078,,,0,0.0,False,218,1,866.2999999999993,0.0884914169556622,1.0,,0,0,0,0,10.0,,10.0,,-0.0915085830443377,0,2.0,,195.793,,,,,,,,,,,,,,,,,,,,Supply pressure,Supply pressure,"Review stock, replenishment, and supplier lead times immediately",1,1,3
1078,2021-03-01,8,Eastern EU,2021-04-01,2,train,25230,train_period_model_in_sample,2,High Risk,2,High Risk,0.015391852131831325,0.020843219781475818,0.9637649280866921,96.37649280866921,96.4,9.7418653797743,0.39,1,1,0,0,Medical,Medical Sensor,Medical Sensor Model 19,Mature,44.0,6972.43,1.0,0.107,,,0,0.0,False,156,6,2245.95,0.322118687459035,1.0,,0,0,0,0,10.0,,10.0,,-0.1278813125409649,0,2.0,,139.4486,,,,,,,,,,,,,,,,,,,,Supply pressure; Margin below target,Supply pressure; Margin below target,"Review stock, replenishment, and supplier lead times immediately",2,1,4
1159,2021-09-01,4,Southern EU,2021-10-01,2,train,50362,train_period_model_in_sample,2,High Risk,2,High Risk,0.014575282474037162,0.022388245430191273,0.9630364720957711,96.30364720957712,96.3,9.742305948108667,0.39,1,1,0,0,Services,Legacy Workstation,Legacy Workstation Model 20,Decline,65.0,36949.59,1.0,0.126,,,0,0.0,False,235,0,-1718.260000000002,-0.0465028164047287,0.6018518518518519,,0,0,0,0,10.0,,10.0,,-0.2265028164047287,0,2.0,,738.9917999999999,,,,,,,,,,,,,,,,,,,,Supply pressure; Margin below target,Supply pressure; Margin below target,"Review stock, replenishment, and supplier lead times immediately",2,1,5
1021,2021-03-01,8,Eastern EU,2021-04-01,2,train,6780,train_period_model_in_sample,2,High Risk,2,High Risk,0.01555125774313588,0.021475106724891446,0.9629736355319718,96.29736355319719,96.3,9.737111888944176,0.39,1,1,0,0,IT,Laptop Standard,Laptop Standard Model 02,Growth,40.0,17965.18,2.0,0.134,,,0,0.0,False,227,3,2897.98,0.161310935932732,0.2061855670103092,,0,0,0,0,10.0,,10.0,,-0.0786890640672679,0,2.0,,359.3036,,,,,,,,,,,,,,,,,,,,Supply pressure,Supply pressure,"Review stock, replenishment, and supplier lead times immediately",1,1,6
1157,2021-08-01,9,Western EU,2021-09-01,2,train,49986,train_period_model_in_sample,2,High Risk,2,High Risk,0.014165758815117032,0.02324611278979317,0.962588128395089,96.2588128395089,96.3,9.742111847899855,0.39,1,1,0,0,Services,Legacy Workstation,Legacy Workstation Model 18,Decline,55.0,26850.74,1.0,0.145,,,0,0.0,False,248,1,-398.4599999999991,-0.0148398144706626,0.8870967741935484,,0,0,0,0,10.0,,10.0,,-0.1948398144706626,0,2.0,,537.0148,,,,,,,,,,,,,,,,,,,,Supply pressure; Margin below target,Supply pressure; Margin below target,"Review stock, replenishment, and supplier lead times immediately",2,1,7
1040,2021-05-01,7,Eastern EU,2021-06-01,2,train,13091,train_period_model_in_sample,2,High Risk,2,High Risk,0.01642561087078917,0.021098567962372437,0.9624758211668378,96.24758211668379,96.2,9.730251051480241,0.39,1,1,0,0,IT,Tablet Enterprise,Tablet Enterprise Model 01,Decline,27.0,8500.05,1.0,0.037,,,0,0.0,False,262,4,1372.5899999999983,0.1614802265869022,0.149171270718232,,0,0,0,0,10.0,,10.0,,-0.1085197734130977,0,2.0,,170.00099999999998,,,,,,,,,,,,,,,,,,,,Supply pressure; Margin below target,Supply pressure; Margin below target,"Review stock, replenishment, and supplier lead times immediately",2,1,8
1059,2021-07-01,8,Eastern EU,2021-08-01,2,train,19244,train_period_model_in_sample,2,High Risk,2,High Risk,0.01591606956963783,0.021873800838444472,0.9622101295919169,96.22101295919168,96.2,9.731470300111392,0.39,1,1,0,0,IT,Tablet Enterprise,Tablet Enterprise Model 20,Decline,29.0,10055.03,1.0,0.153,,,0,0.0,False,216,0,1679.83,0.1670636487409783,0.58,,0,0,0,0,10.0,,10.0,,-0.1029363512590216,0,2.0,,201.1006,,,,,,,,,,,,,,,,,,,,Supply pressure; Margin below target,Supply pressure; Margin below target,"Review stock, replenishment, and supplier lead times immediately",2,1,9
1168,2021-05-01,7,Eastern EU,2021-06-01,2,train,53451,train_period_model_in_sample,2,High Risk,2,High Risk,0.01731205754654654,0.02083079681028433,0.9618571456431687,96.18571456431687,96.2,9.722725440483108,0.39,1,1,0,0,Accessories,Accessory Kit,Accessory Kit Model 09,Growth,26.0,1478.45,1.0,0.147,100.9,43.31,0,0.0,False,145,2,278.2900000000002,0.1882309175149651,0.2626262626262626,,0,0,0,0,7.881999999999999,,24.347500000000004,0.0,-0.0317690824850348,0,1.5763999999999998,0.0,23.3062858,,,,,,,,,,,,,,,,,,,,Supply pressure,Supply pressure,"Review stock, replenishment, and supplier lead times immediately",1,1,10
