product_id,year_month,region_id,region,target_month,next_month_risk_label,split,split_row_number,model_scope,actual_risk_label_num,actual_risk_label,predicted_risk_label_num,predicted_risk_label,prob_low_risk,prob_medium_risk,high_risk_probability,high_risk_probability_pct,risk_score,risk_score_0_10,selected_high_risk_threshold,is_any_risk_alert,is_high_risk_alert,is_false_alarm,is_missed_high_risk,product_line,product_category,product_name,lifecycle_stage,units_sold,revenue,unique_customers,avg_discount_pct,market_demand_index,competitor_pressure_index,stockout_flag,backorder_units,campaign_flag,website_visits,demo_requests,estimated_gross_profit,estimated_gross_margin_pct,product_unit_share_category_region,unit_share_change_pct,risk_factor_under_trend,risk_factor_volatility,risk_factor_sales_drop,risk_factor_customer_drop,supply_pressure_score,customer_count_growth_pct,market_tailwind_score,high_competition_flag,margin_gap_vs_target,campaign_active_with_no_sales,commercial_pressure_score,demand_supply_mismatch_flag,revenue_at_risk_proxy,model_explained_class,model_explained_class_probability,model_explained_class_base_probability,model_high_risk_base_probability,model_driver_1,model_driver_1_contribution_pp,model_driver_1_direction,model_driver_2,model_driver_2_contribution_pp,model_driver_2_direction,model_driver_3,model_driver_3_contribution_pp,model_driver_3_direction,model_driver_4,model_driver_4_contribution_pp,model_driver_4_direction,model_driver_5,model_driver_5_contribution_pp,model_driver_5_direction,business_risk_indicators,risk_drivers,recommended_action,business_indicator_count,monitoring_priority,review_rank_within_split
1000,2025-12-01,1,Western EU,2026-01-01,,scoring,0,refit_model_current_scoring,,,0,Low Risk,0.6108320956161225,0.1931147654580378,0.1960531389258399,19.60531389258399,19.6,2.9261052165485877,0.39,0,0,,,IT,Laptop Pro,Laptop Pro Model 01,Growth,53.0,64289.42,3.0,0.074,,,0,0.0,False,351,3,26650.410000000003,0.4145380375184596,0.0169166932652409,-0.3264834181358468,1,0,1,1,10.0,-0.4,10.0,,0.1245380375184596,0,52.0,,33430.4984,Low Risk,0.6108320956161225,0.3333333333333398,0.3333333333333305,Customer Share Category Region,3.3751334907835306,increases predicted class probability,Units Vs 6M Avg Pct,3.135513901447377,increases predicted class probability,Revenue Percentile Category Region,2.8479651910063746,increases predicted class probability,Unit Rank Category Region,2.278904533880587,increases predicted class probability,Order Count,-2.1424312181655436,decreases predicted class probability,Sales below trend; Consecutive sales drop; Customer decline; Supply pressure; Losing category share,Sales below trend; Consecutive sales drop; Customer decline; Supply pressure; Losing category share,No immediate action; continue routine monitoring,6,3,112
1000,2025-12-01,10,Northern EU,2026-01-01,,scoring,1,refit_model_current_scoring,,,1,Medium Risk,0.4318371141361105,0.5386027974945988,0.029560088369290534,2.9560088369290534,3.0,2.9886148711658995,0.39,1,0,,,IT,Laptop Pro,Laptop Pro Model 01,Growth,74.0,81821.46,1.0,0.155,,,0,0.0,False,341,1,29268.88000000001,0.3577164230508721,0.1185897435897435,,0,0,0,0,10.0,,10.0,,0.0677164230508721,0,2.0,,1636.4292,Medium Risk,0.5386027974945988,0.33333333333332965,0.3333333333333305,Volatility 3M,10.930751740281803,increases predicted class probability,Revenue Volatility 3M,7.596997114248269,increases predicted class probability,Risk Factor Volatility,3.871305876662006,increases predicted class probability,Trend Slope 6M,3.341303324778903,increases predicted class probability,Unit Share Lag 1M,-3.1738019908227124,decreases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,411
1000,2025-12-01,2,Western EU,2026-01-01,,scoring,2,refit_model_current_scoring,,,0,Low Risk,0.7101952949403004,0.27631377987089845,0.013490925188800825,1.3490925188800824,1.3,1.5164781512425005,0.39,0,0,,,IT,Laptop Pro,Laptop Pro Model 01,Growth,103.0,121523.88,1.0,0.139,,,0,0.0,True,3917,50,48376.37000000001,0.3980811837146741,0.0725863284002818,2.5970558296139687,0,0,0,1,10.0,-0.6666666666666666,10.0,,0.1080811837146741,0,17.0,,20659.0596,Low Risk,0.7101952949403004,0.3333333333333398,0.3333333333333305,Customer Share Category Region,8.206951708305452,increases predicted class probability,Unit Share Lag 1M,2.247507335723917,increases predicted class probability,Units Lag 1M,2.0620198016909805,increases predicted class probability,Customer Count Growth Pct,1.993621166563686,increases predicted class probability,Units Vs 6M Avg Pct,-1.8390713519524076,decreases predicted class probability,Customer decline; Supply pressure; Declining customer base,Customer decline; Supply pressure; Declining customer base,No immediate action; continue routine monitoring,3,3,712
1000,2025-12-01,3,Southern EU,2026-01-01,,scoring,3,refit_model_current_scoring,,,1,Medium Risk,0.3576095975691379,0.6326138188990569,0.00977658353180501,0.977658353180501,1.0,3.260834929813335,0.39,1,0,,,IT,Laptop Pro,Laptop Pro Model 01,Growth,111.0,124022.88,3.0,0.15525,,,0,0.0,False,344,1,45194.01000000001,0.3644005847953217,0.0524574669187145,-0.4564513534167236,1,0,0,0,10.0,0.5,10.0,,0.0744005847953217,0,17.0,,21083.8896,Medium Risk,0.6326138188990569,0.33333333333332965,0.3333333333333305,Units Lag 1M,3.210522113224997,increases predicted class probability,Customers Lag 1M,3.139467287102413,increases predicted class probability,Unit Share Lag 1M,3.047264236429649,increases predicted class probability,Revenue Lag 1M,2.2309123865003517,increases predicted class probability,Customer Count Growth Pct,2.1851556020752816,increases predicted class probability,Sales below trend; Supply pressure; Losing category share,Sales below trend; Supply pressure; Losing category share,Monitor next month and assign an owner if deterioration continues,3,2,883
1000,2025-12-01,4,Southern EU,2026-01-01,,scoring,4,refit_model_current_scoring,,,0,Low Risk,0.7402729796047582,0.23964915671713155,0.02007786367811018,2.007786367811018,2.0,1.3990244203667594,0.39,0,0,,,IT,Laptop Pro,Laptop Pro Model 01,Growth,4.0,4530.65,1.0,0.059,,,0,0.0,False,317,2,1689.9699999999998,0.3730082879939964,0.0022714366837024,-0.9427143668370244,1,0,0,1,10.0,-0.8333333333333334,10.0,,0.0830082879939964,0,32.0,,1449.808,Low Risk,0.7402729796047582,0.3333333333333398,0.3333333333333305,Customer Share Category Region,5.657183831111459,increases predicted class probability,Revenue Percentile Category Region,3.825098185319875,increases predicted class probability,Product Unit Share Category Region,2.9560010156529355,increases predicted class probability,Product Revenue Share Category Region,2.7773823147876526,increases predicted class probability,Trend Slope 3M,2.5916375370005995,increases predicted class probability,Sales below trend; Customer decline; Supply pressure; Losing category share; Declining customer base,Sales below trend; Customer decline; Supply pressure; Losing category share; Declining customer base,No immediate action; continue routine monitoring,5,3,543
1000,2025-12-01,5,Northern EU,2026-01-01,,scoring,5,refit_model_current_scoring,,,1,Medium Risk,0.42852607581113333,0.5570167223285404,0.014457201860326074,1.4457201860326074,1.4,2.929655630245963,0.39,1,0,,,IT,Laptop Pro,Laptop Pro Model 01,Growth,75.0,84335.48,4.0,0.0844999999999999,,,0,0.0,False,328,3,31072.73,0.3684419653507634,0.0531161473087818,,0,0,0,0,10.0,,10.0,,0.0784419653507634,0,2.0,,1686.7096,Medium Risk,0.5570167223285404,0.33333333333332965,0.3333333333333305,Volatility 3M,10.239423150533472,increases predicted class probability,Revenue Volatility 3M,7.797301515651982,increases predicted class probability,Trend Slope 6M,4.8081131970228626,increases predicted class probability,Unit Share Lag 1M,-3.430467615306437,decreases predicted class probability,Rolling Units Mean 3M,3.3207807070441313,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,674
1000,2025-12-01,6,Northern EU,2026-01-01,,scoring,6,refit_model_current_scoring,,,1,Medium Risk,0.34883095806204517,0.6465133994946749,0.004655642443280231,0.46556424432802307,0.5,3.279123421906177,0.39,1,0,,,IT,Laptop Pro,Laptop Pro Model 01,Growth,270.0,308071.71,8.0,0.1041428571428571,,,0,0.0,False,357,3,116325.81000000004,0.3775932882639565,0.0790629575402635,3.269399707174232,0,0,0,0,10.0,7.0,10.0,,0.0875932882639565,0,2.0,,6161.434200000001,Medium Risk,0.6465133994946749,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.493485005038862,increases predicted class probability,Units Lag 1M,2.9508362678104345,increases predicted class probability,Customer Count Growth Pct,2.8036939428784198,increases predicted class probability,Unit Share Lag 1M,2.590760975297119,increases predicted class probability,Customer Share Category Region,2.405343590629804,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1216
1000,2025-12-01,7,Eastern EU,2026-01-01,,scoring,7,refit_model_current_scoring,,,0,Low Risk,0.7982271404412911,0.20177285955870874,0.0,0.0,0.0,1.0088642977935438,0.39,0,0,,,IT,Laptop Pro,Laptop Pro Model 01,Growth,0.0,0.0,0.0,,,,0,0.0,True,1191,11,0.0,,0.0,-1.0,1,0,0,1,10.0,-1.0,10.0,,,1,32.0,,0.0,Low Risk,0.7982271404412911,0.3333333333333398,0.3333333333333305,Units Lag 3M,7.490902789751925,increases predicted class probability,Revenue,3.4819064245416627,increases predicted class probability,Revenue At Risk Proxy,3.309197430612512,increases predicted class probability,Rolling Units Cv 6M,3.0092459517295316,increases predicted class probability,Order Count,2.727088684933095,increases predicted class probability,Sales below trend; Customer decline; Supply pressure; Losing category share; Declining customer base,Sales below trend; Customer decline; Supply pressure; Losing category share; Declining customer base,No immediate action; continue routine monitoring,6,3,1848
1000,2025-12-01,8,Eastern EU,2026-01-01,,scoring,8,refit_model_current_scoring,,,1,Medium Risk,0.2741136539342682,0.7241166945054764,0.001769651560255367,0.1769651560255367,0.2,3.638279988129936,0.39,1,0,,,IT,Laptop Pro,Laptop Pro Model 01,Growth,167.0,191504.32,3.0,0.1316666666666666,,,0,0.0,False,345,0,72905.93000000001,0.3807012290897668,0.1099407504937458,0.039439822849961,0,0,0,0,10.0,0.0,10.0,,0.0907012290897668,0,2.0,,3830.0864,Medium Risk,0.7241166945054764,0.33333333333332965,0.3333333333333305,Unit Share Lag 1M,3.4863376187493786,increases predicted class probability,Customers Lag 1M,3.2275803334949305,increases predicted class probability,Units Lag 1M,3.034360535479247,increases predicted class probability,Units Vs 6M Avg Pct,2.8300592113033907,increases predicted class probability,Revenue Lag 1M,2.4077059784500867,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,1460
1000,2025-12-01,9,Western EU,2026-01-01,,scoring,9,refit_model_current_scoring,,,0,Low Risk,0.6377085466999824,0.344596097180291,0.017695356119726537,1.7695356119726537,1.8,1.8999340470987205,0.39,0,0,,,IT,Laptop Pro,Laptop Pro Model 01,Growth,40.0,43614.4,1.0,0.159,,,0,0.0,True,4126,46,15207.600000000002,0.3486830037785686,0.0248601615910503,-0.803406452203289,1,0,0,1,10.0,-0.75,10.0,,0.0586830037785686,0,32.0,,13956.608,Low Risk,0.6377085466999824,0.3333333333333398,0.3333333333333305,Customer Share Category Region,4.756221459352503,increases predicted class probability,Volatility 3M,1.8843280623997292,increases predicted class probability,Units Lag 1M,1.6573542731687378,increases predicted class probability,Customer Count Growth Pct,1.5197174256354051,increases predicted class probability,Category Region Customers,1.511960880520882,increases predicted class probability,Sales below trend; Customer decline; Supply pressure; Losing category share; Declining customer base,Sales below trend; Customer decline; Supply pressure; Losing category share; Declining customer base,No immediate action; continue routine monitoring,5,3,594
